is_real_estate_post,area_LLM,bedroom_LLM,total_room_LLM,wc_LLM,alleyway_property,under_mortgage,residential_purpose,furnished,has_lowerlevel,has_rooftop,numbers_of_floors,street_name,article_id
1,40,1,1,1,,1,,1,,,0,Nguyễn Văn Linh,270915
1,102,2,,2,,1,,1,,,,,270922
1,390,,,,1,,,1,,,3,Đường Số 16,270929
1,55,1,2,1,,,,1,,,0,Đỗ Xuân Hợp,270931
1,1188,,,,,,1,,,,0,Đường Liên Phường,270932
1,101,2,2,2,,,,1,,,,Xa Lộ Hà Nội,270934
1,75.45,2,,2,,,,,1,,19,Lương Đình Của,270935
1,75.45,2,,2,,,,,1,,19,Lương Đình Của,270936
1,75.45,2,,2,,,,,1,,19,Lương Đình Của,270937
1,75.45,2,,2,,,,,1,,19,Lương Đình Của,270938
1,75.45,2,,2,,1,,,1,,19,Lương Đình Của,270939
1,71,2,,,1,,,,1,,1,Hoa Hẻm,270948
1,80,2,,2,,,,,,,2,Phạm Thế Hiển,270949
1,50,3,5,3,1,,,,,1,2,Bà Hom,270951
1,125,9,9,5,1,1,1,1,1,1,5,Bến Vân Đồn,270952
1,40,3,,3,1,,,,,1,2,Lê Quang Định,270953
1,95,5,5,5,1,0,1,0,0,1,4,Phan Văn Trị,270954
1,70,4,5,5,1,0,1,0,0,1,3,"Ba Vân, Tân Bình",270957
1,56,4,6,3,,,,,1,,2,Tt. Cần Giuộc,270958
1,39,3,,1,1,,,,,1,5,Nguyễn Kiệm,270959
1,60,4,,,1,0,1,0,1,0,3,Lê Văn Sỹ,270961
1,38,3,4,,,,,,,,2,Phan Văn Trị,270968
1,43,,,,1,1,,1,,,2,Trần Nhân Tôn,270969
1,,,,,,,,,,,0,,270977
1,88,2,5,1,1,0,1,0,0,0,1,Nguyễn Thị Ly,270984
1,,3,,,1,,,,1,,3,,270986
1,63,3,5,1,1,1,,,,,2,Lạc Long Quân,270993
1,63,4,,,,,,,,1,4,Lý Thường Kiệt,270994
1,173,7,,,1,,1,,,,4,Đường Số 59,270996
1,85,3,,2,1,,,,1,,2,Huỳnh Tấn Phát,270997
1,208,5,8,4,1,1,1,0,1,1,3,Đặng Thùy Trâm,270999
1,73,3,,3,,,,1,1,,4,Đường số 59,271000
1,70,,,,1,,1,,,1,3,Nguyễn Hồng Đào,271001
1,106,5,5,5,1,,,,,1,4,Nguyễn Văn Nghi,271002
1,80,4,,4,1,,,1,1,1,4,,271003
1,84,5,5,3,1,0,1,0,1,0,2,Tỉnh Lộ 10,271004
1,32,3,,,1,0,1,1,,,4,LÊ QUANG ĐỊNH,271007
1,28,3,,,1,,,1,,,4,NƠ TRANG LONG NGUYỄN VĂN ĐẬU,271009
1,63,3,3,2,1,0,1,0,0,0,2,Võ Văn Ngân,271024
1,35.2,3,3,3,,1,,,,,2,Tôn Thất Đạm,271025
1,47,3,7,4,1,0,1,0,0,1,4,Huỳnh Tấn Phát,271030
1,46,,,,1,,,,,,2,Lê Đại Hành,271032
1,66,,,,,,1,,,,0,Nguyễn Văn Săng,271041
1,75,,,,1,,1,,,,0,Nguyễn Hữu Tiến,271043
1,64,,,,1,1,1,,,,0,Nguyễn Lương Bằng,271046
1,80,,,,,,,,,,0,Tân Quý Tân Phú,271050
1,52,,,,,,,,,,,Tỉnh lộ 43,271053
1,,,,,,,,,,,0,Phan Đình Thông,271055
1,90,,,,,,1,,,,0,QL50,271059
1,88,4,,,,,,,,,2,Đường Số 26,271060
1,32,,,,1,,1,,,1,2,Đường Phạm Văn Chiêu,271061
1,70,,,,,,1,,,,0,Phạm Văn Đồng,271065
1,125,,,,,,1,,,,0,Huỳnh Hữu Trí,271068
1,1200,,0,,1,,1,,,,0,đường Liên Phường,271070
1,75.45,2,,2,,,,,1,,19,Lương Đình Của,271076
1,75.45,2,,2,,,,,1,,19,Lương Đình Của,271079
1,75.45,2,,2,,,,,1,,19,Lương Đình Của,271080
1,76.22,2,2,2,,,,,1,,19,Lương Đình Của,271081
1,75.45,2,,2,,1,,,1,,19,Lương Đình Của,271085
1,101,2,,2,,,,1,,,,Xa Lộ Hà Nội,271088
1,200,,,,,,1,1,,,3,,271093
1,200,,,,,,1,1,,,3,,271094
1,133,3,,3,1,,,,,1,3,Lạc Long Quân,271095
1,188,3,,3,1,1,1,,,1,4,Nguyễn Trãi,271096
1,80,3,5,2,1,1,1,,,,2,Đường số 13 phường Tam Bình TP Thủ Đức,271105
1,,5,,,1,0,1,,,1,5,Sơn Kỳ,271115
1,48,3,5,1,1,,,,1,1,2,MT Phú Nhuận,271118
1,,,,,,,,,,,0,,271121
1,750,11,,,,,,1,1,,4,Đường số 12 QL13,271124
1,750,11,,,,,,1,1,,4,Đường số 12 QL13,271125
1,300,6,6,3,1,0,1,,,1,2,Huỳnh Tấn Phát,271129
1,60,,,,,,1,,,,0,Đồng Đen,271130
1,77.5,,,,,,1,,,,0,Đình Hanh Phú,271132
1,230,,,,1,,,,,,,"Ðường 160, TÄƒng Nhá»…n Phú A",271134
1,60,2,5,3,1,,1,1,,,2,Nguyễn Văn Quỳ,271135
1,52,,,,1,0,1,0,0,0,2,Lê Văn Quới,271146
1,37.44,2,4,2,1,,,1,,,2,Nguyễn Duy Cung,271148
1,37,2,,2,1,,1,,,,2,Đường số 51,271155
1,87,3,,2,,,,,,,0,Đường Võ Chí Công,271158
1,140,,,,,,,,,,2,Tân Lập 2,271161
1,66,3,,,1,,1,,,1,4,LÊ VĂN SỸ,271166
1,75.45,2,,2,,1,,,1,,19,Lương Đình Của,271169
1,75.45,2,,2,,,,,1,,19,Lương Định Của,271170
1,75.45,2,,2,,,,,1,,19,Lương Đình Của,271171
1,75.45,2,,2,,,,,1,,19,Lương Đình Của,271172
1,75.45,2,,2,,,,,1,,19,Lương Đình Của,271173
1,93.4,3,,1,,,,,1,,2,Kha Vạn Cân,271174
1,81,,7,,,,,,1,,2,LÒ SIÊU,271180
1,120,3,4,4,,,,,,,4,LẠC LONG QUÂN,271184
1,94,3,,2,1,,,,1,,2,Âu Cơ,271186
1,66,5,5,4,1,0,1,1,0,1,4,Nguyễn Thượng Hiền,271189
1,39,1,3,1,1,0,1,0,1,0,1,Nguyễn Văn Đậu,271191
1,15,,,,,,,,1,,2,Phan Chu Trinh,271192
1,52.5,3,,,1,0,1,,,,2,Phạm Phú Thứ và Lạc Long Quân,271194
1,56,,,,1,1,1,,,,2,LÊ VĂN QUỚI,271200
1,70,,,,,1,,,,,0,,271201
1,80,,,,,,,,,,0,Đào Trí,271202
1,80,,,,,,,,,,0,Đào Trí,271203
1,49,1,2,1,,,,1,,,12,Lê Thước,271204
1,13.5,2,2,2,1,,1,,,,2,Lê Văn Lương,271205
1,87,,,,1,1,1,,,,,Đường Hà Nội,271206
1,87,,,,1,1,1,,,,,Đường Hà Nội,271207
0,87,0,0,0,0,1,1,0,,0,1,Đường Hà Nội,271208
1,35,4,5,3,1,0,1,,1,1,4,Tôn Thất Thuyết,271210
1,67,3,5,3,1,,,,,1,3,Lạc Long Quân,271221
1,31,,,,,,,,1,,1,Sư Vạn Hạnh,271222
1,68,3,,2,1,,1,1,,,2,Nguyễn Bình,271224
1,80,10,10,,1,,1,1,,,5,K300,271228
1,98,4,4,4,1,,1,1,,,2,Huỳnh Tấn Phát,271229
1,52,4,,,1,,,,,,4,Lê Văn Sỹ,271233
1,,4,,4,1,,1,,,1,4,Bàu Cát 1,271234
1,70,4,4,5,1,,1,,,1,3,Đường Hiệp Bình,271235
1,,,,,,,,,,,0,,271239
1,,,,,,,,,,,0,,271240
1,44,2,,,1,,1,,,,2,Ông Ích Khiêm,271243
1,43,4,7,1,1,,,,,1,3,Lê Văn Duyệt,271248
1,56,4,6,5,1,,,1,1,1,3,Đường số 8 Hiệp Bình Phước Thủ Đức,271249
1,145,,15,,,,1,,,,3,Lê Đình Cẩn,271253
1,89,2,,,,,,1,,,,,271261
1,280,,,,1,1,1,,,,0,An Phú Tây,271270
1,101,3,5,3,1,0,1,0,1,1,4,Vĩnh Hội,271271
1,,,,,,,,,,,0,,271273
1,54,,,,1,,,,,,0,NGUYỄN VĂN ĐẬU,271278
1,77,4,11,5,1,0,1,1,1,1,3,Phan Huy Ích,271283
1,51.2,2,4,2,1,,1,,,,2,"Đường 32, Linh Đông",271293
1,40,2,,,1,,1,,,,2,Lê Văn Quới,271296
1,240,,10,,1,,,,,,4,Võ Văn Ngân,271297
1,27,3,3,4,1,0,1,,1,1,2,ĐƯỜNG HTP,271299
1,125,3,7,3,,,1,,,,2,Tỉnh Lộ 10,271301
1,64,4,0,4,1,,,1,,1,2,Đường Số 3 F9 Gò Vấp,271308
1,96,2,6,2,1,0,1,0,0,0,0,Bùi Thanh Khiết,271312
1,75.45,2,,2,,,,,,,,Lương Định Của,271320
1,45,3,,4,,,,1,1,,5,Đường Số 59,271321
1,75.45,2,,2,,1,,,,,,Lương Định Của,271322
1,75.45,2,,2,,,,,,,,Lương Định Của,271323
1,76,2,,1,,,,,,,,Lương Định Của,271324
1,75.45,2,,2,,1,,,,,,Lương Định Của,271325
1,66,4,,3,1,0,1,0,0,0,3,Đường Số 51,271326
1,32,2,,,1,,,1,,,2,Trần Nhân Tôn,271330
1,27,3,3,,,,,1,1,,2,Lạc Long Quân,271331
1,29.6,2,4,1,1,,,,,,2,HÀN HẢI NGUYÊN,271332
1,56,4,,5,1,,,,,1,4,Cách Mạng Tháng 8,271336
1,70,,,,,,1,0,,,,Gò Vấp,271337
1,68,2,,2,,,,1,,,0,Đường Võ Chí Công,271338
1,87,3,,2,,,,1,,,,Đường Võ Chí Công,271341
1,53,1,2,1,,,,1,,,0,Đường Võ Chí Công,271342
1,43,,,,1,,,,,,2,TRẦN QUÝ,271359
1,44,3,3,3,1,,,,,,3,,271363
1,80,,,,1,,,,,,2,Nguyễn Thúc Chu,271365
1,42,,,,,,,,,,,,271374
1,,2,,,1,,,,,,2,Giang Ghẹ Trường Chinh,271375
1,75.45,2,,2,,,,,,,,Lương Định Của,271378
1,75.45,2,,2,,,,,,,,Lương Định Của,271379
1,75.45,2,,2,,,,,,,,Lương Định Của,271380
1,75.45,2,,2,,1,1,,,,,Lương Định Của,271381
1,75.45,2,,2,,,,,,,,Lương Định Của,271382
1,75.45,2,,2,,1,,,,,,Lương Định Của,271383
1,64,,,,,1,1,,,,1,Nguyễn Xí,271397
1,92,2,,1,1,,,1,,,2,Đường 11,271399
1,53,2,,,1,,,,,,2,Lạc Long Quân,271403
1,52,2,,2,1,,,,,,2,,271407
1,157,4,7,,1,,1,,1,,4,Đường Số 11,271414
1,60,2,,,1,,,,,,3,Đường Nguyễn Thị Thập,271415
1,,4,,1,,,,,,,3,số 3,271417
1,85,2,,,,,,1,,,,,271424
1,101,2,,2,,,,1,,,,Xa Lộ Hà Nội,271427
1,190,4,4,,,,,,,1,3,Âu Cơ,271428
1,77.4,,,,1,1,1,,,1,4,Huỳnh Tấn Phát,271449
1,53,4,4,3,1,,1,,1,,2,Hẻm 312 Lã Xuân Oai,271465
1,62,0,0,0,0,0,0,0,,0,0,An Hạ,271470
1,40,,,,1,,1,,,1,3,Ông Ích Khiêm,271475
1,51.3,2,4,4,1,,1,1,1,1,2,Phan Huy Ích,271476
1,103.75,,,,1,,1,,,,,Nguyễn Phúc Chu,271488
1,90.5,4,,5,1,,,,1,1,2,Phạm Văn Đồng,271489
1,1188,,,,,,1,,,,0,đường Liên Phường,271491
1,39,2,,,1,,1,,,,2,Quang Trung,271492
1,55,1,2,1,,,1,1,,,0,Đỗ Xuân Hợp,271497
1,54,3,,2,1,0,1,,1,,1,Nguyễn Văn Linh,271500
1,63,4,,3,1,,,1,,,3,Võ Văn Kiệt,271506
1,210,3,,,1,1,1,,,,,Quốc lộ 1A,271510
1,49.2,3,5,2,1,,,,,,2,Đào Duy Từ,271514
1,30,2,3,3,1,,,,,1,4,Võ Trường Toản,271516
1,96,3,,,1,,1,,1,,2,Huỳnh Tấn Phát,271517
1,184,,,,1,,,,,1,3,Đặng Văn Bi,271519
1,90,,,,1,,,,,1,5,Lũy Bán Bích,271524
1,62,,,,1,,,,,,,LÊ VĂN VIỆT,271525
1,35,2,4,,1,,,,,,2,Điện Biên Phủ,271528
1,80,,,,1,,1,,,,,,271530
1,101,2,2,2,1,0,1,0,0,0,2,Chu Văn An,271532
1,80,,,,,,1,,,,0,Lũy Bán Bích-Vườn Lài,271535
1,69,2,,2,,,,1,,,,Đường Võ Chí Công,271540
1,,1,1,,,,,1,,1,,Lê Văn Sỹ,271541
1,176,,,,,0,1,1,0,1,2,Đường Bưng Ông Thoàn,271552
1,70,4,4,5,1,1,1,1,1,1,2,LÊ VĂN SỸ,271560
1,47.3,3,5,2,,,,,,,2,Quang Trung,271562
1,75.45,2,,2,,,,,1,,19,Lương Đình Của,271566
1,75.45,2,,2,,,,,1,,19,Lương Đình Của,271568
1,75.45,2,,2,,,,,1,,19,Lương Đình Của,271570
1,75.45,2,,2,,,,,1,,19,Lương Đình Của,271572
1,75.45,2,,2,,,,,1,,19,Lương Đình Của,271573
1,86,3,,2,,,1,,,1,2,Nguyễn Đình Chiểu,271574
1,65,2,,2,1,,1,,,,2,Nguyễn Thiện Thuật,271576
1,65,2,,2,1,,,,,,2,Nguyễn Thiện Thuật,271585
1,77,3,3,3,1,,,,,1,1,TÂN CHÁNH HIỆP,271589
1,36.96,2,,2,1,,1,1,,,2,Tân Kỳ Tân Quý,271591
1,95,,,,,,,,,,0,Tên Lửa,271592
1,67,5,7,3,1,,1,,,,3,ĐS8 BÌNH TÂN,271593
1,55,4,,4,1,,1,1,,,3,Huỳnh Tấn Phát,271594
1,100,0,0,0,0,0,0,0,,0,0,Cây Trắc,271610
1,100,,,,,1,,,,,0,Cây Trắc,271611
1,36,4,,3,1,,1,,,,3,Quang Trung,271616
1,350,,,,1,,1,,,,0,Đoàn Minh Triết,271619
1,38,3,3,3,1,0,1,0,0,1,3,Phú Thọ Hòa,271629
1,80,,,,1,,,,,,,Nguyễn Văn Khối,271638
1,38,,,,1,1,1,,,,0,Cách Mạng Tháng Tám,271639
1,45,,,,1,1,1,,,,,Cách Mạng Tháng Tám,271640
1,36,4,4,3,1,1,,,,1,4,D9,271642
1,132,3,,3,1,,,,,1,2,Bình Thới,271643
1,507,,,,,,1,,1,,9,,271644
1,507,,,,,,1,,1,,9,,271645
1,35,4,,,1,,1,,,1,4,Quang Trung,271649
1,400,4,,,,,,,,,3,Trương Định,271652
1,100,5,5,3,1,0,1,0,0,1,3,Phan Đăng Lưu,271653
1,100,5,,3,1,,1,,,1,3,Phan Đăng Lưu,271654
1,,4,,,1,0,1,0,1,1,3,Nguyễn Sơn,271659
1,58,4,7,4,1,0,1,0,1,1,3,,271660
1,40,,,,,,,,,,2,,271663
1,80,4,4,4,1,0,1,0,1,0,2,TÂN PHÚ,271670
1,77,6,6,9,1,0,1,1,1,1,4,Nguyễn Sơn,271671
1,70,3,6,3,1,,,,,,,Tỉnh Lộ 10,271672
1,27,2,3,3,1,0,1,1,0,0,2,Nguyễn Văn Linh,271674
1,53,1,2,1,,,1,1,,,0,Đường Võ Chí Công,271676
1,53,1,2,1,,,,1,,,0,Đường Võ Chí Công,271677
1,63,5,5,6,1,0,1,0,0,1,3,Dương Bá Trạc,271678
1,33,,,,1,,1,,,1,2,Võ Văn Kiệt,271679
1,34.32,5,5,4,1,1,1,1,0,1,3,Dương Bá Trạc,271682
1,44,2,6,3,1,0,1,0,0,0,2,Tỉnh lộ 10,271685
1,100,3,,4,1,,1,,,1,3,Huỳnh Tấn Phát,271687
1,56,3,3,,,,,1,,,2,An Dương Vương,271695
1,56,3,3,,,,,1,,,2,An Dương Vương,271696
1,42,4,7,,1,,,,,1,4,Giáp Tân Bình,271710
1,64,4,4,4,1,,,,,1,4,Đường Số 11,271711
1,,,,,,,,,,,0,,271712
1,60,,,,1,,,,1,,2,,271713
1,,4,,4,1,0,1,,,,3,Âu Cơ,271715
1,24,2,,3,1,,,,,,,Quốc Lộ 50,271716
1,47,3,,2,1,0,1,,,,2,,271718
1,74,,,,,,,,,1,3,Kinh Dương Vương,271721
1,60,4,4,4,1,,,,,1,4,Trần Bình Trọng,271726
1,50,2,,2,,,,,,,2,Âu Cơ,271727
1,240,6,,,1,,,,1,,5,Lạc Long Quân,271728
1,60,,,,1,,,,,,0,Lũy Bán Bích,271734
1,118,4,5,3,1,,1,,,1,2,Đ.Lê Văn Lương,271735
1,40,4,4,4,1,0,1,0,0,0,3,,271738
1,80,6,,,1,,,,,1,4,LƯƠNG THẾ VINH,271739
1,80,0,0,0,0,0,0,0,,0,0,An Dương Vương,271741
1,60,,,,1,,1,,1,,2,Hương Lộ 2,271742
1,120,15,15,,1,,1,,1,,3,LÊ ĐỨC THỌ,271744
1,357.5,0,0,0,0,0,0,0,,0,0,Đình Phong Phú,271745
1,54,3,4,2,1,,,,1,,2,Bàu Cát,271746
1,78,5,5,5,1,,,,,1,4,Huỳnh Thiện Lộc,271748
1,52,3,4,,,,1,,,,2,Đường Lê Tấn Bê Kinh Dương Vương Võ Văn Kiệt Tên Lửa,271749
1,100,6,6,,1,,,,1,1,4,Bình Trị Đông,271751
0,54,3,4,2,1,0,0,0,,0,2,Bàu Cát,271752
1,55,1,2,1,,,,1,,,0,Đỗ Xuân Hợp,271757
1,62.5,2,3,2,1,,1,,,,1,Tân Chánh Hiệp,271765
1,110,,,,,,,,,,0,Lê Văn Việt,271767
1,22.5,,,1,,,,,,,2,đường bờ bao HTX phong phú,271768
1,52,2,2,2,1,0,1,1,0,0,2,Phạm Hữu Lầu,271773
1,45,,,,,,,,,,2,Tân Hòa Đông,271780
1,40,4,,3,1,1,1,,1,,3,Trần Văn Quang và Ni Sư Huỳnh Liên,271783
1,62,5,5,,1,,1,,,,4,Phú Nhuận,271784
1,100,5,5,5,1,,1,1,,1,4,"Sơn Kỳ, Tân Phú",271800
1,73,3,,,,,,,1,,4,Đường số 59,271801
1,80,4,7,5,1,1,1,1,1,1,4,Huỳnh Tấn Phát,271808
1,70,,,,,1,1,,,,0,Vườn Lài,271812
1,65,,,,,,1,,,,0,Thích Quảng Đức,271814
1,65,,,,,,1,,,,0,Thích Quảng Đức,271815
1,80,,,,1,0,1,0,0,0,0,Phan Đình Thông,271818
1,207.5,5,7,4,1,1,1,1,1,1,2,,271825
1,300,6,,3,1,0,1,,,1,2,Huỳnh Tấn Phát,271829
1,,,,,,0,1,,,,0,,271832
1,100,5,5,5,1,,1,1,,1,4,Sơn Kỳ Tân Phú,271845
1,198.4,,,,,,,,,,0,Lê Minh Nhựt,271852
1,75.45,2,,2,,,,,1,,19,Lương Đình Của,271858
1,75.45,2,,2,,,,,1,,19,Lương Đình Của,271862
1,75.45,2,,2,,,,,1,,19,Lương Đình Của,271864
1,75.45,2,,2,,,,,1,,19,Lương Đình Của,271865
1,80,,0,,,,,,,,0,HUỲNH HỮU TRÍ,271873
1,53,4,,,1,,1,,,,3,Lã Xuân Oai,271895
1,40,3,,,1,,,,,,3,Tân Bình,271896
1,72,5,9,5,1,,,,1,1,4,Đồng Đen Trương Công Định,271897
1,72,5,9,5,1,,,,1,1,4,Đồng Đen Trương Công Định,271898
1,19.5,2,5,3,1,,1,,1,1,4,Nguyễn Đình Chiểu,271899
1,72,5,9,5,1,,,,1,1,4,Đồng Đen Trương Công Định,271900
1,,3,,2,,,,,,1,3,Lã Xuân Oai,271909
1,,3,,2,,,,,,1,3,Lã Xuân Oai,271910
1,40,3,,,,,,,,,3,,271911
1,96,3,5,2,1,,,,,,1,Trần Thị Cẩm,271913
1,80.8,2,,1,,,1,,,,,Trần Văn Mười,271914
1,66,3,3,2,1,0,1,1,1,0,2,Huỳnh Tấn Phát,271915
1,76,3,5,2,1,1,1,,,,2,,271918
1,90,,,,,,1,,,,0,Lê Hữu Kiều,271923
1,80,,,,,,1,,,,2,Nam Long,271924
1,100,,,,,,1,,,,0,Đỗ Xuân Hợp,271925
1,200,,,,,,1,,,,2,Nguyễn Văn Quá,271926
1,64,,,,1,1,,,,1,4,Kinh Dương Vương,271929
1,61,,,,1,,,,,,2,Đăng Lưu Lê Quang Định,271932
1,48,2,,,1,,1,,,,2,Hồ Ngọc Lãm,271933
1,84.2,4,4,,1,,1,,,,2,"Võ Văn Kiệt, Hồ Ngọc Lãm, Kinh Dương Vương, Tên Lửa",271934
1,,,,,,,,,,,0,,271935
1,48,,,,,,1,,,1,2,Đường Số 5,271937
1,48,,,,1,,1,,,1,2,Đường Số 5,271938
1,144,,,,1,,1,,,,0,Thoại ngọc hầu,271941
1,42,2,,3,1,,,,,1,4,Lê Văn Thọ,271957
1,42,4,4,3,1,1,1,,1,1,3,Quang Trung,271958
1,64,,,,1,,,,,,,Lý Thường Kiệt,271959
1,31,2,,2,1,0,1,1,0,0,2,,271963
1,45,4,4,4,1,,1,,,1,3,,271967
1,50.4,4,4,3,1,0,1,1,0,0,2,Tám Danh,271974
1,64,,,,,,,1,,,,Tên Lửa,271978
1,82,,,,1,,,,,,0,Bùi Quang Là,271985
1,37.1,2,,2,1,1,1,1,0,0,1,Âu Dương Lân,271988
1,40,3,,2,1,,,,,,1,Phạm Thế Hiển,271990
1,120,,,,1,,,,1,1,4,Đầu Mối Thủ Đức,272004
1,100,,,,,,1,,,,,Mai Chí Thọ,272008
1,72,4,6,4,1,,1,,,,4,Phan Đình Phùng,272009
1,,2,,3,1,,1,,,1,3,Võ Trường Toản,272011
1,75.45,2,,2,,,,,,,,Lương Định Của,272016
1,75.45,2,,2,,1,1,,,,,Lương Định Của,272018
1,75.45,2,,2,,,,,,,,Lương Định Của,272019
1,76,2,,1,,,,,,,,Lương Định Của,272020
1,75.45,2,,2,,1,,,,,,Lương Định Của,272022
1,46,3,,2,1,,,,,,,,272027
1,62,3,3,3,1,0,1,0,0,0,3,Dương Bá Trạc,272028
1,56,4,,4,,,,,,,4,Trung Tâm Bàu Cát,272029
1,56,4,,4,,,,,,,4,Kinh Doanh khu Bàu Cát,272030
1,40,4,7,3,,,,1,,1,2,Nguyễn Duy Cung,272035
1,120,,,,,,1,,,,0,Phạm Thế Hiển,272036
1,120,,,,,,1,,,,,Phạm Thế Hiển,272039
1,64,,,,1,1,1,,,,3,Thạch Lam,272041
1,60,2,,,1,,1,,,,2,Linh Đông,272049
1,60,2,,,1,,1,,,,2,Linh Đông,272050
1,43.4,3,5,2,,,,1,1,,2,,272054
1,98,3,,3,1,,,,,,2,Đường Số 8 Bình Tân,272055
1,64,,,,1,,1,,,,2,Nghĩa Phát,272056
1,68,4,,5,1,,,1,,,5,,272062
1,70,,,,1,,,,,,5,Lê Văn Quới,272071
1,78,,,,1,,,,,,4,Đinh Tiên Hoàng,272072
1,80,,,,,,,,,,3,Nguyễn Thượng Hiền,272074
1,62,,,,1,,1,,,,4,Võ Duy Ninh,272077
1,75,3,5,2,1,1,1,,1,,2,,272081
1,109.1,,,,1,1,,,1,1,5,Đường Quang Trung,272082
1,180,,10,,0,,,,1,0,2,đường số 3,272084
1,120,,,,,,1,,,,,Mai Chí Thọ,272097
1,75.45,2,,2,,,,,1,,19,Lương Đình Của,272099
1,75.45,2,,2,,,,,1,,19,Lương Đình Của,272100
1,75.45,2,,2,,,,,1,,19,Lương Đình Của,272101
1,76.22,2,,2,,,,,1,,19,Lương Đình Của,272102
1,75.45,2,,2,,1,,,1,,19,Lương Đình Của,272103
1,63.5,5,5,6,1,,,,1,1,4,Đường D,272109
1,74,4,,3,1,,,,,1,2,Nguyễn Khuyến,272118
1,33,4,,5,,,1,,1,1,5,Hoàng Hoa Thám,272125
1,55,,,,1,0,1,0,0,0,2,,272129
1,120,,,,,,1,,,,0,Phạm Thế Hiển,272149
1,120,,,,,,,,,,0,Đặng Nguyễn Minh Hiền,272152
1,40,3,,4,1,,,,,1,2,NGUYỄN VĂN,272153
1,114,3,,,1,,,,,,3,Bình Tiên,272157
1,120,,,,,,,,,,0,Đặng Nguyễn Minh Hiền,272162
1,100,,,,1,,1,,,,,Mai Chí Thọ,272163
1,193,,0,,,,,,,,0,Bàu Tre 1,272165
1,1200,,,,,,,,,,0,,272174
1,68,2,3,,1,,,1,,1,3,Huỳnh Văn Bánh,272175
1,107,4,,3,,,,,,,4,Lý Thái Tổ,272177
1,58,3,3,3,1,,,,,,2,LÊ ĐẠI HÀNH,272181
1,,,,,,,,,,,0,Xa lộ Hà nội Lê Văn Việt,272185
1,80,2,,2,1,,1,,,,2,Lê Đức Thọ,272188
1,90,,,,,,1,,,,0,Đỗ Xuân Hợp,272189
1,64,4,7,4,1,1,1,,,,2,Văn Minh,272191
1,88,4,4,4,1,0,1,0,1,0,2,Hoàng Diệu 2,272198
1,75.45,2,,2,,,,,1,,19,Lương Đình Của,272201
1,56.29,1,2,1,,1,,,1,,19,Lương Đình Của,272204
1,56.29,1,2,1,,1,,,1,,19,Lương Đình Của,272205
1,75.45,2,,2,,,,,1,,19,Lương Đình Của,272206
1,,,,,1,0,1,0,1,0,2,Lê Trọng Tấn,272207
1,56.29,1,2,1,,,,,1,,19,Lương Đình Của,272208
1,80,,,,,1,1,,,,0,Dương Đình Hội,272212
1,214,,,,1,,,,,,0,Nguyễn Thị Nị,272215
1,75,2,,2,1,,1,,,,2,Đường số 14,272221
1,80,5,5,,1,,,,1,,3,Thoại Ngọc Hầu,272224
1,80,5,5,,1,,,,1,,0,Thoại Ngọc Hầu,272225
1,55,4,,2,1,,,,,,2,Phạm Văn Chiêu,272226
1,36,,,,,,1,,,,2,Phan Huy ích,272227
1,48,2,4,2,1,,,,,,2,Phường 10,272228
1,48,2,4,2,1,,1,,,,2,Lạc Long Quân,272233
1,49,5,6,5,1,,,1,1,1,5,Phạm Văn Chiêu,272234
1,70,,,,,,1,,,,0,Tân Kỳ Tân Quý,272235
1,,,,,,,,,,,0,,272236
1,44,2,2,2,1,,1,,,,2,Đường Khiếu Năng Tĩnh,272243
1,51.2,2,2,2,1,,,,1,,1,Mã Lò,272245
1,351,,,,,,1,,,,8,Tam Hà,272247
1,38,3,7,4,1,,,1,,1,4,Đường Số 14,272251
1,38,3,6,4,1,,,1,,1,4,Đường số 14,272252
1,60,,,,1,,1,,,,0,ĐẤT VUÔNG A4,272254
1,85,,,,,,1,,,,0,Hà Huy Giáp,272258
1,28.4,2,4,2,1,,,,,,2,Nguyễn Ngọc Lộc,272260
1,195,22,22,,1,,1,1,1,,4,Điện Biên Phủ,272262
1,50,3,3,3,1,,1,,,,3,Lý Thái Tổ,272272
1,44,3,3,1,1,,,,,,3,Nguyễn Thái Sơn,272282
1,90,,,,1,1,1,,,,,Hoàng Hoa Thám,272283
1,90,5,5,5,1,0,1,1,0,1,4,Nguyễn Hoàng,272286
1,56,,,,,,,,,,,Công Viên Lê Thị Riêng,272290
1,36,,,,1,,,,1,,2,Trương Phước Phan,272291
1,32,3,4,3,,,,,,1,3,Lê Trọng Tấn,272292
1,67,2,,1,,1,1,1,,,0,Nguyễn Văn Linh,272294
1,32,3,5,3,,,,,,1,3,Lê Trọng Tấn,272296
1,32,3,5,3,,,,,,1,4,Lê Trọng Tấn,272300
1,52,3,5,,1,,1,,,,2,Lê Quang Định,272301
1,73,2,,2,,,,,,,,Phạm Văn Đồng,272304
1,80,2,,2,,,,,,,2,VÕ VĂN NGÂN,272310
1,,4,,,,,1,,,,4,Tân Kỳ Tân Quý,272311
1,232.3,,,,1,,,,,,0,Trần Tử Bình,272313
1,56,,,,,,,,,,,Công Viên Lê Thị Riêng,272318
1,120,,,,1,,1,,,,0,Phạm Thế Hiển,272320
1,29,2,3,2,1,,,,,,2,Phú Lâm,272321
1,21,2,4,2,1,,,,,,3,Bà Hom,272322
1,16,2,,2,,,1,,,,3,Hồ Thị Kỷ,272324
