article_id,bedroom,bathroom
276615,5,3
276614,NaN,NaN
276612,NaN,NaN
276607,NaN,NaN
276606,NaN,NaN
276605,NaN,NaN
276604,NaN,NaN
,,
276601,4,5
276595,1,1
276594,1,1
276593,NaN,NaN
934874723,NaN,NaN
934874723,NaN,NaN
276585,3,3
276578,4,4
276577,3,3
2765650,NaN,NaN
276564,NaN,NaN
276561,NaN,NaN
276558,NaN,NaN
276544,3,2
276542,2,2
276541,NaN,NaN
276540,NaN,NaN
276535,NaN,NaN
276534,2,2
276532,NaN,NaN
276530,3,4
276528,5,4
276518,NaN,NaN
276515,4,4
276514,NaN,NaN
276513,4,NaN
MG276512,NaN,NaN
276511,NaN,NaN
276510,NaN,NaN
276509,NaN,NaN
276508,5,5
2851420,NaN,NaN
276498,2,2
276497,2,2
276494,3,3
276484,2,2
276483,2,3
276481,NaN,NaN
276479,NaN,NaN
276476,NaN,NaN
276475,3,3
276468,NaN,NaN
276465,2,2
276459,2,NaN
276455,2,NaN
276453,2,2
276449,3,2
276448,2,NaN
276446,3,3
2851420,NaN,NaN
276444.0,NaN,NaN
276442,NaN,NaN
276439,NaN,NaN
276436,2,NaN
2764330,2,NaN
276431,2,NaN
276429,4,3
276428,NaN,NaN
276427,2,1
276426,6,NaN
276425,2,2
276424,2,2
276419,4,4
276418,NaN,NaN
276412,NaN,NaN
2851420,3,NaN
2764020,3,4
276401,NaN,NaN
2851420,NaN,NaN
2851420,NaN,NaN
276397,2,2
934874723,3,2
276388,4,5
276387,1,NaN
276382,NaN,NaN
276381,NaN,NaN
276380,NaN,NaN
276379,NaN,NaN
276375,NaN,NaN
903383017,5,4
276371,NaN,NaN
276369,NaN,NaN
276363,8,8
276360,4,3
2851420,4,3
2851420,4,3
276357,2,3
276356,3,1
276355,6,3
276340,NaN,NaN
276339,NaN,NaN
276338,NaN,NaN
276336,NaN,NaN
276335,NaN,NaN
276332,3,NaN
276331,4,4
276330,NaN,NaN
276328,3,NaN
276327,2,3
276323,NaN,NaN
276320,NaN,NaN
276313,2,4
276312,3,3
276310,NaN,NaN
276309,4,3
276294,NaN,NaN
276292,2,2
276291,NaN,NaN
276286,2,2
276282,NaN,NaN
276281,14,NaN
2851420,3,2
276279,3,2
276278,2,3
276277,2,3
276270,4,5
276269,4,5
276260,3,3
276259,3,3
276256,4,NaN
2851420,4,NaN
276248,NaN,NaN
276247,NaN,NaN
276244,NaN,NaN
276243,NaN,NaN
276240,2,1
276239,2,1
276234,2,2
276233,2,2
276221,NaN,NaN
276218,2,NaN
276217,NaN,NaN
276212,2,2
276209,NaN,NaN
276205,2,2
276204,4,4
276201,NaN,NaN
276200,NaN,NaN
,,
276198,2,2
276197,2,2
934874723,2,2
276193,4,NaN
276186,NaN,NaN
276181,2,3
276179,3,3
276178,3,2
276169,3,NaN
276168,2,2
276164,2,2
276160,NaN,NaN
276157,4,3
276155,NaN,NaN
276147,NaN,NaN
2851420,2,2
276134,5,NaN
276133,4,NaN
276132,3,NaN
276131,3,4
276125,6,5
276121,1,1
276120,2,2
276119,3,2
276117,6,6
276116,2,NaN
276114,NaN,NaN
276111,4,NaN
2851420,2,2
276107,2,2
276105,NaN,NaN
276104,2,2
276102,NaN,NaN
276101,2,2
276099,NaN,3
276087,2,NaN
276082,3,4
276078,NaN,NaN
903383017,3,2
276072,2,2
276071,2,2
276070,6,6
276069,6,6
276062,3,2
276061,3,2
276050,1,1
276049,1,1
276044,3,2
276043,3,2
276040,NaN,NaN
276039,NaN,NaN
276038,3,NaN
276037,3,NaN
276030,3,NaN
276029,3,NaN
276014,NaN,NaN
276010,NaN,NaN
276009,4,2
276008,4,2
276007,4,NaN
276006,2,NaN
275999,2,NaN
275995,3,NaN
275994,2,2
906879205,2,2
,,
275981,NaN,NaN
275980,NaN,NaN
275978,3,2
275976,8,8
275968,2,2
275967,2,2
275958,2,2
275953,NaN,NaN
275948,NaN,NaN
275946,2,NaN
275940,2,2
275939,4,4
275938,NaN,NaN
275937,NaN,NaN
275936,4,4
275935,2,NaN
275930,3,2
275929,3,2
36275924,4,5
275914,4,3
275913,4,3
275910,4,3
275906,2,2
2759020,NaN,NaN
2851420,5,4
22423,NaN,NaN
275889,6,NaN
275888,NaN,NaN
275887,2,2
275885,5,4
275884,2,2
275877,5,6
275875,4,5
275873,2,2
275870,NaN,NaN
275868,4,3
275866,2,2
275865,2,2
275863,3,NaN
275862,2,NaN
275860,3,3
275851,NaN,NaN
275839,4,NaN
275838,NaN,NaN
34275836,2,2
35275835,3,3
275833,4,NaN
275832,2,2
275825,4,4
275824,NaN,NaN
275823,3,NaN
275822,2,2
275817,NaN,NaN
275816,NaN,NaN
275814,NaN,NaN
275813,5,4
275812,4,5
275811,17,8
275810,3,2
275809,2,NaN
275808,3,3
22323,2,2
275797,NaN,NaN
275796,NaN,NaN
275795,4,NaN
275786,3,4
275782,NaN,NaN
275780,1,1
275772,2,NaN
275771,NaN,NaN
275769,2,NaN
275768,3,2
275767,3,2
275765,NaN,NaN
275762,5,7
275758,2,2
275753,2,2
2851420,1,1
275741,NaN,NaN
275736,NaN,NaN
30275731,3,3
31275728,2,2
275723,2,1
275722,5,4
275718,6,NaN
275717,NaN,NaN
275713,2,3
275711,45,NaN
275709,3,NaN
275708,3,NaN
275706,4,4
275704,3,4
275699,NaN,NaN
275697,NaN,NaN
275696,NaN,NaN
275695,2,NaN
275694,5,NaN
2851420,NaN,NaN
275686,5,4
275685,NaN,NaN
2851420,NaN,NaN
275682,2,2
275671,NaN,NaN
2851420,NaN,NaN
275669,2,NaN
275668,2,NaN
,,
903383017,NaN,NaN
903383017,6,NaN
275652,3,NaN
275647,NaN,NaN
275646,NaN,5
275645,NaN,NaN
275644,2,2
275638,3,2
28275633,NaN,NaN
275630,3,NaN
275629,4,3
275628,4,3
275620,NaN,NaN
275616,2,2
275614,NaN,NaN
275609,1,1
275607,2,1
275606,NaN,NaN
275604,NaN,NaN
275596,6,7
275586,NaN,NaN
275580,2,1
275575,2,2
275574,2,2
275571,2,2
2851420,15,NaN
275567,3,2
275566,5,6
275564,5,6
275562,1,2
275559,6,NaN
275555,3,3
275548,4,3
275547,4,3
275546,3,3
275545,3,3
275544,2,4
275543,2,4
275542,2,2
275541,2,2
275540,4,4
275539,4,4
2851420,NaN,NaN
2851420,NaN,NaN
275536,4,3
275535,4,3
275534,2,2
275533,2,2
275524,3,3
275523,3,3
275520,3,NaN
275519,3,NaN
275518,NaN,NaN
275517,NaN,NaN
275511,NaN,NaN
275510,3,2
275509,2,3
275507,NaN,NaN
275506,NaN,NaN
25275498,2,2
275496,3,2
275492,4,4
275491,5,NaN
275488,2,2
275486,NaN,NaN
2851420,4,7
275483,NaN,NaN
275481,NaN,NaN
275479,3,3
275475,2,NaN
275474,2,2
23275472,3,3
275470,2,2
275469,14,NaN
275467,4,5
275461,3,2
275460,2,2
275459,2,2
275458,2,NaN
275457,6,6
275456,4,3
275455,5,6
275453,NaN,NaN
275452,52,NaN
275451,1,1
275450,3,4
275449,4,3
275448,5,6
275447,5,6
275446,4,2
2851420,3,4
275444,1,1
275443,52,NaN
275442,NaN,NaN
2754410,NaN,NaN
275440,1,1
275439,3,4
275438,4,2
275437,5,6
275436,3,2
2851420,3,4
275433,1,1
275432,52,NaN
275431,NaN,NaN
2851420,NaN,NaN
2851420,NaN,NaN
275425,NaN,NaN
275424,5,4
275420,3,1
275414,NaN,NaN
275413,1,1
275412,4,5
275410,5,4
275409,2,2
275408,NaN,NaN
275405,2,3
2754020,2,2
275397,5,4
275393,NaN,NaN
275392,2,3
275386,NaN,NaN
275384,3,3
275382,NaN,NaN
275381,NaN,NaN
275379,NaN,NaN
275378,NaN,NaN
275376,NaN,NaN
,,
275372,NaN,NaN
275371,NaN,NaN
275365,3,3
275356,4,3
275353,2,NaN
275348,NaN,NaN
275347,3,3
275343,2,2
2851420,NaN,NaN
275329,NaN,NaN
275328,4,NaN
275327,2,2
275323,NaN,NaN
275321,4,4
275320,NaN,NaN
275319,3,4
275318,3,4
275317,4,NaN
2753150,4,4
275313,4,NaN
275312,NaN,NaN
275305,2,2
2753020,NaN,NaN
275301,NaN,NaN
275297,NaN,NaN
275296,52,NaN
275295,1,1
2851420,2,3
275292,4,2
275291,5,6
275290,NaN,NaN
275289,12,NaN
275288,52,NaN
275287,1,1
275286,2,3
275285,4,3
275284,5,6
275283,3,3
275281,2,2
275280,2,2
275279,4,4
275278,2,3
275277,3,3
2752740,2,2
275273,10,10
275272,10,10
275271,2,2
275270,NaN,NaN
21323,5,3
21423,4,4
275267,6,NaN
275266,3,NaN
275265,4,7
275264,4,3
275263,NaN,NaN
275262,2,NaN
275258,4,2
275257,5,6
2851420,52,NaN
275255,NaN,NaN
275254,1,1
2851420,3,4
2752520,4,2
275251,4,3
275250,5,6
275249,NaN,NaN
275248,52,NaN
275247,NaN,NaN
275246,3,2
275245,4,NaN
275244,NaN,NaN
275242,3,4
275241,2,2
275240,NaN,NaN
275239,52,NaN
275238,1,1
275237,1,1
275236,3,4
275235,4,2
275234,5,6
275233,NaN,NaN
275232,52,NaN
275231,1,NaN
275230,3,4
275229,4,3
275228,NaN,NaN
275227,NaN,NaN
275226,5,6
275219,5,NaN
275218,7,5
275217,NaN,NaN
275214,4,5
275211,NaN,NaN
275207,3,1
275204,NaN,NaN
275197,52,NaN
275196,1,1
275195,1,1
275194,3,4
275188,1,1
275187,2,2
275184,NaN,NaN
275183,NaN,NaN
275176,2,2
275172,5,NaN
275161,NaN,NaN
275159,2,2
275155,NaN,NaN
275154,NaN,NaN
275142,4,NaN
275139,2,3
275137,NaN,NaN
275134,2,NaN
275128,2,4
275120,4,3
275119,3,NaN
275117,5,NaN
275111,3,NaN
2851420,2,2
275108,NaN,NaN
275106,NaN,NaN
275103,NaN,NaN
275101,NaN,NaN
275100,52,NaN
275099,1,1
275098,5,6
21223,3,3
275094,3,NaN
275093,3,NaN
275091,NaN,NaN
275090,NaN,NaN
275086,2,2
275084,2,2
275082,NaN,NaN
275081,NaN,NaN
275078,3,NaN
275077,3,NaN
275076,NaN,NaN
275072,3,3
275068,2,NaN
275067,2,NaN
275065,NaN,NaN
275064,NaN,NaN
275063,3,3
275057,4,NaN
2750540,NaN,NaN
275053,1,NaN
275052,NaN,NaN
275051,4,NaN
275041,NaN,NaN
275037,NaN,NaN
21123,2,2
275033,NaN,NaN
275029,4,3
275024,2,2
275023,NaN,NaN
275022,NaN,NaN
275017,3,2
275015,NaN,NaN
275011,NaN,NaN
275008,3,NaN
275007,NaN,NaN
275006,3,4
275005,2,2
275002,4,4
274999,NaN,NaN
274998,NaN,NaN
2851420,NaN,NaN
274995,NaN,NaN
274993,NaN,NaN
274987,4,NaN
274982,4,5
274976,NaN,NaN
274972,2,NaN
274971,4,3
274966,2,2
274965,2,2
274964,2,2
274963,2,2
274962,NaN,NaN
274961,NaN,NaN
274952,6,7
274950,3,2
274947,3,NaN
274944,NaN,NaN
274943,2,NaN
274940,2,2
274935,NaN,NaN
274926,NaN,NaN
274924,NaN,NaN
21023,4,3
274917,4,NaN
274915,3,3
2851420,8,5
274909,NaN,NaN
274908,NaN,NaN
274906,NaN,NaN
274905,NaN,NaN
274904,NaN,NaN
2749010,4,5
274896,12,13
2851420,NaN,NaN
274891,NaN,NaN
274889,8,8
2851420,3,NaN
274887,3,NaN
274883,3,5
274882,3,3
274880,2,2
274878,4,5
274877,4,5
274873,NaN,NaN
274871,2,2
274869,6,7
274857,3,2
274856,3,2
274854,2,2
274853,4,4
274850,4,3
274839,4,5
274836,NaN,NaN
903383017,NaN,NaN
274831,NaN,NaN
274829,NaN,NaN
274825,NaN,NaN
274813,NaN,NaN
2748080,NaN,NaN
274807,2,2
903383017,3,2
274801,NaN,NaN
2851420,2,2
274799,2,2
274798,4,4
2851420,NaN,NaN
274791,NaN,NaN
274789,NaN,NaN
2851420,3,NaN
274779,4,3
274777,4,5
274776,3,2
2851420,NaN,NaN
274764,NaN,NaN
274758,3,3
274756,7,6
274754,NaN,NaN
274750,4,5
274747,4,6
274745,NaN,NaN
274740,NaN,NaN
274739,NaN,NaN
274733,8,NaN
274732,NaN,NaN
2851420,NaN,NaN
274730,4,NaN
2851420,NaN,NaN
2851420,NaN,NaN
274720,2,3
274719,6,7
274717,4,5
274715,NaN,NaN
2851420,2,2
274713,4,3
274712,NaN,NaN
274699,NaN,NaN
274698,1,1
274696,1,1
274691,3,2
274690,2,NaN
274685,3,4
274684,2,2
274674,NaN,NaN
274671,4,NaN
274670,4,NaN
274662,5,4
274661,2,2
274660,2,2
274659,NaN,NaN
274654,5,4
274652,2,3
274650,3,NaN
274649,4,5
274644,NaN,NaN
274642,NaN,NaN
274641,2,NaN
274639,NaN,NaN
274634,NaN,NaN
2746320,NaN,NaN
274630,NaN,NaN
274628,NaN,NaN
274624,NaN,NaN
274615,NaN,5
274614,NaN,NaN
274613,2,NaN
274612,3,NaN
274611,2,NaN
274606,NaN,NaN
274604,4,NaN
274603,4,NaN
274602,2,3
906677331,NaN,NaN
274599,4,4
2745980,3,3
274597,NaN,NaN
274596,4,4
274594,3,NaN
,,
274592,NaN,NaN
274589,NaN,NaN
274586,2,2
274577,4,3
906677331,7,5
274570,3,NaN
274569,26,NaN
274567,3,3
274565,3,2
274564,3,3
274554,NaN,NaN
274547,2,2
274543,4,6
274535,NaN,NaN
274534,NaN,NaN
274532,NaN,NaN
274531,2,2
274530,NaN,NaN
274527,2,2
274522,NaN,NaN
274516,4,4
274515,4,4
2745130,NaN,NaN
274511,4,5
274504,2,NaN
274503,NaN,NaN
2745020,NaN,NaN
274501,5,6
274500,5,NaN
274499,NaN,NaN
274498,3,3
903383017,3,5
274491,3,2
274490,3,3
274487,5,NaN
274483,3,4
274480,2,3
274474,NaN,NaN
274472,NaN,NaN
274471,NaN,NaN
2851420,NaN,NaN
274460,3,3
274454,NaN,NaN
274453,NaN,NaN
932898908,2,2
274451,3,3
274450,2,2
274448,NaN,NaN
274447,2,2
2851420,NaN,NaN
2851420,12,NaN
274441,5,6
274440,6,NaN
274439,NaN,NaN
274437,3,NaN
274436,2,NaN
274434,NaN,NaN
274423,NaN,NaN
274417,3,2
274416,2,2
274404,5,6
274401,NaN,NaN
274398,4,NaN
274397,5,NaN
903383017,NaN,NaN
274385,NaN,NaN
274381,3,2
274379,1,2
274378,5,NaN
274377,3,3
274376,9,9
274372,4,NaN
274371,9,6
274370,9,6
274367,4,3
274364,2,NaN
274363,NaN,NaN
274362,2,NaN
2743430,NaN,NaN
2743420,5,5
274334,NaN,NaN
274333,NaN,NaN
2851420,NaN,NaN
274329,3,2
274328,NaN,NaN
274324,2,1
274320,4,NaN
285164,2,1
285163,NaN,NaN
285162,NaN,2
285161,NaN,NaN
285159,NaN,NaN
2851450,3,NaN
2851420,NaN,NaN
285135,15,NaN
285129,3,3
285127,NaN,NaN
2851260,NaN,NaN
285124,2,1
285118,5,6
285109,4,3
285107,1,NaN
2851020,7,3
285100,4,5
285099,NaN,NaN
285098,NaN,NaN
285097,3,NaN
274257,2,NaN
274247,NaN,NaN
274240,NaN,NaN
274237,2,2
274225,2,2
274221,NaN,NaN
274218,3,NaN
274214,NaN,NaN
274212,NaN,NaN
274197,4,3
274193,2,NaN
274191,3,7
274190,NaN,NaN
274188,2,2
274187,NaN,NaN
274182,3,NaN
274180,2,2
274178,NaN,NaN
274163,NaN,NaN
274158,NaN,NaN
274152,NaN,NaN
2741510,4,NaN
274150,3,3
274149,4,NaN
274146,NaN,NaN
274145,4,3
2851420,4,3
2851420,4,3
274140,2,2
274136,3,3
274133,4,4
274127,4,3
274121,NaN,NaN
274120,NaN,NaN
274119,4,5
274110,5,6
274105,4,6
274104,3,2
2851420,NaN,NaN
274096,NaN,NaN
274083,2,NaN
2740820,2,NaN
274081,3,NaN
274078,6,4
274077,6,4
274076,2,2
274065,2,3
274063,3,3
2740620,3,3
274059,2,NaN
274056,NaN,NaN
274051,6,4
274047,,
274045,80,NaN
2851420,NaN,NaN
274039,NaN,NaN
274038,3,4
2851420,NaN,NaN
274035,9,NaN
274034,NaN,NaN
20274033,2,2
274031,4,3
274026,3,3
274024,3,3
274019,4,NaN
274017,NaN,NaN
274014,NaN,NaN
274013,3,2
274011,2,1
1927406,2,2
274005,NaN,NaN
274004,2,NaN
274003,NaN,NaN
2740000,2,NaN
273999,NaN,NaN
273994,NaN,NaN
273990,7,6
273989,NaN,5
273988,NaN,5
273987,10,NaN
273986,NaN,NaN
273985,6,6
273984,7,NaN
273983,NaN,NaN
273982,5,6
273981,2,NaN
273978,2,NaN
18273969,3,2
273958,NaN,NaN
273953,4,5
273952,10,NaN
273950,4,4
273949,4,4
273948,6,7
273947,2,2
273945,2,2
273943,NaN,NaN
273942,2,2
273936,NaN,NaN
273934,15,NaN
273925,2,2
273920,NaN,NaN
273918,NaN,NaN
273914,NaN,NaN
2739020,7,NaN
273883,2,NaN
273872,NaN,NaN
273871,2,2
273870,2,2
273869,NaN,NaN
273867,NaN,NaN
273864,NaN,NaN
273861,NaN,NaN
273857,NaN,NaN
273833,NaN,NaN
273832,2,2
273831,1,1
273830,1,1
273829,1,1
2851420,2,2
273824,NaN,NaN
273823,NaN,NaN
273818,NaN,NaN
2738170,NaN,NaN
273810,2,2
273809,NaN,NaN
273808,NaN,NaN
273807,2,2
273806,2,NaN
273803,3,2
273801,NaN,NaN
2851420,NaN,NaN
273797,6,NaN
273794,3,3
273792,3,3
19823,2,NaN
2851420,15,NaN
273786,14,14
273785,NaN,NaN
273784,NaN,NaN
273783,NaN,NaN
273782,NaN,NaN
348938928,6,6
273773,5,7
2851420,5,7
273767,NaN,NaN
2851420,NaN,NaN
273763,NaN,NaN
273762,NaN,NaN
273759,2,2
273758,2,2
273757,1,1
273756,1,1
273755,NaN,NaN
273754,NaN,NaN
273751,3,NaN
273750,3,NaN
273691,NaN,NaN
273690,NaN,NaN
273687,NaN,NaN
273686,NaN,NaN
273681,2,2
273680,2,2
273674,1,1
273673,2,2
273672,2,2
273671,2,2
2851420,2,2
273669,2,2
273668,NaN,NaN
273666,NaN,NaN
273647,4,4
19923,2,NaN
273642,2,NaN
273640,NaN,NaN
273637,NaN,NaN
273635,NaN,NaN
273632,3,NaN
273631,2,2
273628,NaN,NaN
273627,NaN,NaN
273626,3,2
273625,3,2
2851420,3,3
273616,9,6
273615,2,2
273581,16,NaN
273579,NaN,NaN
273576,NaN,NaN
273574,NaN,NaN
273568,NaN,NaN
273566,NaN,NaN
273565,5,6
348938928,3,4
273556,NaN,NaN
273551,NaN,NaN
273535,NaN,NaN
348938928,4,5
273532,2,2
273524,1,NaN
273522,9,NaN
273520,4,4
273519,2,NaN
273518,NaN,NaN
273517,2,NaN
273516,4,4
273515,NaN,NaN
273514,2,3
273510,3,3
273509,NaN,NaN
273507,NaN,NaN
273504.0,NaN,NaN
273500,4,NaN
273496,5,3
273493,NaN,NaN
273492,3,4
273489,2,3
19723,3,3
273487,3,2
273486,2,2
2851420,"[1, 2, 2, 2, 2, 2, 3]","[1, 2, 2, 2, 2, 2, 2]"
273468,2,2
273467,1,1
273466,2,2
273465,2,2
273464,NaN,NaN
273463,NaN,NaN
273460,NaN,NaN
273451,NaN,NaN
273446,1,2
273443,4,4
273437,NaN,NaN
273436,3,2
273435,NaN,NaN
273431,3,4
273423,5,3
273422,NaN,NaN
273418,5,5
273416,4,NaN
273415,2,NaN
273414,4,NaN
273413,5,4
273412,NaN,NaN
2734110,NaN,NaN
2851420,2,NaN
273409,NaN,NaN
2734020,3,2
273400,NaN,NaN
273399,NaN,NaN
273398,2,2
273395,3,3
273385,3,8
273384,NaN,NaN
273382,2,NaN
273374,2,NaN
273373,NaN,NaN
273368,3,3
2851420,1,1
273363,1,1
273362,1,1
273361,1,1
2851420,1,1
273343,NaN,NaN
273341,NaN,NaN
273339,18,NaN
273324,NaN,NaN
273318,NaN,NaN
19623,NaN,NaN
273315,10,NaN
273313,2,NaN
273310,NaN,NaN
273309,5,7
273308,18,NaN
273306,3,3
2733050,NaN,NaN
2851420,NaN,NaN
273299,NaN,NaN
273294,3,NaN
273292,NaN,NaN
273289,4,5
273280,NaN,NaN
2851420,3,NaN
273269,NaN,NaN
273265,NaN,NaN
273258,NaN,NaN
273257,1,2
273256,1,2
2732550,NaN,NaN
273254,4,NaN
273251,3,4
273248,3,3
273241,2,NaN
273238,NaN,NaN
273234,NaN,NaN
273233,3,2
2732320,NaN,NaN
273231,3,4
2851420,3,NaN
273227,3,3
273226,3,3
273217,4,5
273216,2,2
273215,3,2
273214,3,2
273213,NaN,NaN
23182126NM0,4,5
273210,NaN,NaN
273209,4,3
273208,6,NaN
2732020,3,2
273199,3,2
273196,NaN,NaN
273189,NaN,NaN
273188,6,7
273182,NaN,NaN
273178,5,4
273177,5,4
273176,NaN,NaN
273172,NaN,NaN
273169,NaN,NaN
273164,3,2
2851420,NaN,NaN
273162,NaN,NaN
273152,2,NaN
273151,NaN,NaN
273150,2,2
273149,4,3
273147,NaN,NaN
273146,4,4
2851420,NaN,NaN
273144,NaN,NaN
273143,NaN,NaN
273141,3,3
273140,2,2
273129,2,2
2731270,NaN,NaN
273122,3,NaN
2851420,4,3
273120,NaN,NaN
273116,3,2
273115,1,1
273113,2,NaN
273110,2,2
2731030,NaN,NaN
273099,3,2
273093,NaN,2
273092,NaN,NaN
273085,NaN,NaN
273084,NaN,NaN
273080,NaN,NaN
273077,4,5
273075,2,NaN
273074,2,2
273068,NaN,NaN
19523,2,2
273064,2,2
273063,NaN,NaN
273061,NaN,NaN
273046,NaN,NaN
2851420,2,2
19423,3,NaN
273037,1,1
273036,2,2
273035,1,1
2851420,1,1
273025,6,NaN
273018,NaN,NaN
273017,NaN,NaN
273016,NaN,NaN
273014,5,NaN
2851420,NaN,NaN
273010,NaN,NaN
273005,6,4
272996,NaN,NaN
272995,2,NaN
272993,NaN,NaN
272992,NaN,NaN
272990,5,NaN
272989,NaN,NaN
272986,NaN,NaN
272984,NaN,NaN
272980,2,2
272979,NaN,NaN
272975,NaN,NaN
272974,NaN,NaN
2851420,4,NaN
272971,2,2
19323,3,NaN
272959,NaN,NaN
272958,6,NaN
272957,2,2
272955,3,NaN
272952,NaN,NaN
272947,NaN,NaN
272946,6,4
272944,NaN,NaN
16272943,6,5
2729420,3,3
272941,NaN,NaN
272939,NaN,NaN
272935,NaN,NaN
272913,3,3
272906,2,2
2729050,NaN,NaN
2851420,4,NaN
272899,2,2
272898,2,2
19123,3,NaN
272893,NaN,NaN
272892,NaN,NaN
272888,3,2
272887,4,2
272882,NaN,NaN
272878,NaN,NaN
272876,3,NaN
272875,3,NaN
272865,2,2
272864,2,2
272863,1,1
272862,2,2
272861,1,1
272860,2,2
272853,NaN,NaN
272835,NaN,NaN
272832,NaN,NaN
2851420,NaN,NaN
2851420,NaN,NaN
272820,2,2
272819,2,2
2851420,NaN,NaN
272815,NaN,NaN
272803,NaN,NaN
272800,4,4
18923,3,NaN
272797,6,5
272796,6,5
272794,NaN,NaN
272793,7,7
272791,3,3
2851420,4,3
272782,2,2
272781,3,NaN
272780,2,2
272779,NaN,NaN
19023,2,NaN
272763,1,1
272762,1,1
272761,2,2
272759,2,2
272758,1,1
272757,2,2
2727540,NaN,NaN
2851420,NaN,NaN
272749,NaN,NaN
272748,NaN,NaN
272746,3,NaN
272744,4,4
23002124,NaN,NaN
272734,NaN,NaN
272733,NaN,NaN
272732,NaN,NaN
272731,NaN,NaN
272727,2,2
272725,2,2
272724,2,1
272721,3,3
272712,2,1
2851420,2,2
272701,NaN,NaN
272700,NaN,NaN
272699,3,NaN
272697,NaN,NaN
272695,NaN,NaN
272694,7,NaN
272693,3,3
272692,NaN,NaN
272686,NaN,NaN
272684,NaN,NaN
272682,NaN,NaN
272680,NaN,NaN
272673,NaN,NaN
272672,3,NaN
272668,3,2
272663,NaN,NaN
18823,4,NaN
272660,NaN,NaN
2851420,NaN,NaN
272658,NaN,NaN
272657,NaN,NaN
18723,8,8
272651,4,3
272649,1,1
2851420,NaN,NaN
272645,2,3
272643,NaN,NaN
272642,NaN,NaN
272641,NaN,NaN
272637,6,5
272635,20,NaN
272634,20,NaN
272610,NaN,NaN
272592,2,2
272591,1,1
2851420,1,1
2851420,2,2
272581,2,2
272547,2,1
272539,NaN,NaN
272537,NaN,NaN
272531,NaN,NaN
14272530,4,1
272529,2,2
272526,NaN,NaN
272520,1,1
272503,NaN,NaN
272502,3,3
272500,2,2
272498,4,3
272496,2,2
272493,3,2
272490,2,NaN
272489,2,2
272473,NaN,NaN
272472,NaN,NaN
13272469,6,5
272463,NaN,NaN
272461,NaN,NaN
2851420,5,5
272451,NaN,NaN
272443,NaN,NaN
272442,NaN,7
272438,NaN,NaN
272437,NaN,NaN
272435,NaN,NaN
272433,5,5
272432,NaN,NaN
272431,NaN,NaN
272430,NaN,NaN
2851420,7,NaN
272425,NaN,NaN
272419,2,3
272414,3,NaN
2851420,3,3
272411,2,2
272407,NaN,NaN
2851420,NaN,NaN
272403,NaN,NaN
272388,NaN,NaN
272384,3,3
2723820,4,3
272381,2,1
272380,NaN,NaN
18423,3,3
18423,3,3
2723720,NaN,NaN
272365,5,5
272364,2,2
272361,NaN,NaN
272360,1,NaN
272359,3,4
272358,4,5
18523,4,3
272354,2,2
272353,4,NaN
272347,2,2
272345,NaN,1
272344,5,6
272342,NaN,NaN
272340,NaN,NaN
272336,16,NaN
23181123,2,2
2723320,3,2
12272325,2,2
272324,2,2
272322,2,2
272321,2,2
272320,NaN,NaN
272318,NaN,NaN
272313,NaN,NaN
272311,NaN,NaN
272310,2,2
272304,2,2
2851420,NaN,NaN
272300,3,3
272296,3,3
272294,2,1
272292,3,3
272291,NaN,NaN
272290,NaN,NaN
272286,5,5
272283,NaN,NaN
272282,NaN,NaN
272272,3,3
2851420,22,NaN
2851420,2,2
2851420,NaN,NaN
272254,NaN,NaN
18223,3,4
18223,3,4
272247,NaN,NaN
272245,2,2
272243,2,2
2851420,NaN,NaN
2851420,NaN,NaN
4825413,5,5
272233,2,2
272228,2,2
2722270,NaN,NaN
272226,4,2
272225,5,NaN
272224,5,NaN
18323,2,2
272220,4,4
272215,NaN,NaN
2851420,NaN,NaN
272208,1,1
272207,NaN,NaN
272206,2,2
272205,1,1
272204,1,1
272201,2,2
272198,4,4
272191,4,4
2851420,NaN,NaN
272188,2,2
272185,NaN,NaN
2851420,3,3
272177,4,3
272175,2,NaN
272174,NaN,NaN
272165,NaN,NaN
272163,NaN,NaN
272162,NaN,NaN
272157,NaN,NaN
272153,3,4
272152,NaN,NaN
272149,NaN,NaN
272129,NaN,NaN
272125,4,5
272118,4,3
272109,5,6
272103,1,1
2851420,1,1
272101,1,1
2851420,2,2
272099,2,2
272097,NaN,NaN
272084,10,NaN
2720820,NaN,NaN
272081,3,2
2851420,NaN,NaN
2851420,NaN,NaN
2851420,NaN,NaN
272071,NaN,NaN
6468540217,4,5
272056,NaN,NaN
2851420,3,3
272054,3,2
272050,2,NaN
272049,2,NaN
272041,NaN,NaN
272039,NaN,NaN
272036,NaN,NaN
272035,4,3
272030,4,4
272029,4,4
272028,3,3
272027,3,2
2851420,2,2
2851420,2,2
2851420,2,2
2851420,2,2
272016,2,2
272011,2,3
2851420,4,4
272008,NaN,NaN
272004,NaN,NaN
271990,3,2
271988,2,2
16323,NaN,NaN
18023,4,4
271978,NaN,NaN
271974,4,3
271967,4,4
271963,2,2
271959,NaN,NaN
271958,4,3
18123,2,3
271941,NaN,NaN
271938,NaN,NaN
271937,NaN,NaN
271935,NaN,NaN
271934,4,NaN
271933,2,NaN
271932,NaN,NaN
271929,NaN,NaN
271926,NaN,NaN
271925,NaN,NaN
271924,NaN,NaN
271923,NaN,NaN
271918,3,2
2719150,3,2
