article_id,alleyway_property,under_mortgage,residential_purpose,numbers_of_floors,has_rooftop,furnished,street_name,0
265058,1,NaN,1,2,1,NaN,Gò Xoài,
265057,1,NaN,1,3,1,NaN,Lê Văn Quới,
265056,1,NaN,1,3,1,NaN,Lê Văn Quới,
265054,1,NaN,1,3,NaN,NaN,Lê Văn Quới,
265053,1,NaN,1,3,NaN,NaN,Nguyễn Xí,
265051,1,NaN,1,3,NaN,NaN,Lê Văn Quới,
265050,1,NaN,1,2,0,NaN,Nguyễn Kiệm,
265049,1,NaN,1,2,0,NaN,Hương Lộ 2,
265048,1,0,1,0,0,0,Lê Trọng Tấn,
265046,0,0,1,0,0,0,Liên Phường,
265045,0,0,1,0,0,0,Liên Phường,
265043,NaN,NaN,1,4,1,1,Phạm Văn Bạch,
265020,1,NaN,1,2,NaN,NaN,MT Hoàng Diệu 2 Thủ Đức,
265018,1,0,1,4,1,1,Vĩnh Viễn Q10,
265015,NaN,NaN,1,4,1,NaN,Lên Vân Thờ,
265014,NaN,NaN,1,0,NaN,NaN,Riva Park,
265013,NaN,NaN,1,2,NaN,NaN,Riva Park,
265009,NaN,NaN,1,NaN,NaN,NaN,Tân Thới Nhất 17,
265006,NaN,NaN,1,3,1,NaN,Đường lớn Quận 10,
265005,1,NaN,1,2,NaN,NaN,Trường Chinh,
265003,NaN,NaN,1,2,1,NaN,Phạm Văn Đồng,
265002,1,NaN,1,2,NaN,NaN,Trường Chinh,
265001,NaN,NaN,1,2,NaN,NaN,Linh Xuân,
265000,1,NaN,1,2,NaN,NaN,"Trần Nhân Tôn, Nguyễn Duy Dương, Hùng Vương",
264999,1,NaN,1,2,NaN,NaN,"Trần Nhân Tôn, Nguyễn Duy Dương, Hùng Vương",
264995,1,0,1,3,1,NaN,Bùi Đình Túy,
264994,NaN,NaN,1,2,1,NaN,Bùi Đình Túy,
264991,NaN,NaN,1,NaN,NaN,NaN,đường số 7 Hiệp Bình Chánh Thủ Đức,
264987,NaN,NaN,1,NaN,NaN,NaN,Liên Phường,
264986,NaN,NaN,1,NaN,NaN,1,Đường Đỗ Xuân Hợp,
264985,NaN,NaN,1,2,NaN,1,Lê Hồng Phong,
264982,NaN,NaN,1,2,1,1,Đường Bưng Ông Thoàn,
264981,NaN,NaN,1,1,NaN,NaN,Riva Park,
264980,1,NaN,1,2,NaN,NaN,Linh Xuân Thủ Đức,
264979,NaN,NaN,1,4,NaN,NaN,Trần Đình Xu - Trần Hưng Đạo,
264971,NaN,NaN,1,NaN,NaN,1,Phạm Văn Đồng,
264970,1,0,1,2,0,0,Đường số 2 Phường 16 Gò Vấp,
264966,1,NaN,1,2,NaN,NaN,Nguyễn Thái Sơn,
264961,NaN,NaN,1,NaN,NaN,NaN,NaN,
264957,1,0,1,5,0,1,Lý Thường Kiệt,
264955,NaN,NaN,1,2,NaN,NaN,Phạm Thế Hiển,
264952,1,0,1,2,0,NaN,Dương Bá Trạc,
264945,1,NaN,1,4,NaN,NaN,Gò Đầu Tân Phú,
264943,NaN,NaN,1,3,1,1,Bùi Đình Túy,
264942,1,NaN,1,2,NaN,NaN,Hoàng Hoa Thám,
264939,1,0,1,3,1,1,Lên Vấn Quềi,
264937,NaN,NaN,1,4,NaN,NaN,Linh Trung,
264936,NaN,NaN,1,2,NaN,NaN,Đinh Bộ Lĩnh,
264930,1,NaN,1,1,NaN,NaN,Liên Khu 2 10 và Gò Xoài,
264928,1,NaN,1,3,1,NaN,Lê Văn Quới,
264925,1,NaN,1,2,NaN,NaN,Hương Lộ 2,
264923,1,NaN,1,3,1,NaN,Đường Đất Mới,
264915,1,0,1,4,0,0,Bùi Tư Toàn,
264914,NaN,NaN,1,NaN,NaN,1,Khang Điền,
264910,NaN,NaN,1,4,1,NaN,Hòa Hưng,
264904,NaN,NaN,1,5,NaN,NaN,Đường Đất Mới,
264901,1,NaN,1,2,1,1,Đường Hương Lộ 2,
264900,0,0,1,2,1,1,"Đường 6m, Chợ Đầu Mối, Thủ Đức, Phường Hiệp Bình Phước",
264898,1,NaN,1,2,NaN,NaN,MT Đình Phong Phú,
264897,1,NaN,1,5,1,NaN,Nguyên Hồng P1 Gò Vấp,
11264896,1,NaN,1,2,NaN,1,Lê Trọng Tấn,
264893,NaN,NaN,1,2,NaN,NaN,MT Đình Phong Phú,
264892,1,NaN,1,2,1,NaN,Phan Văn Trị,
264882,1,NaN,1,3,1,NaN,Phạm Văn Đồng,
264881,1,NaN,1,3,1,NaN,Phạm Văn Đồng,
264877,1,NaN,1,3,1,NaN,Mã lò,
264875,NaN,NaN,NaN,NaN,NaN,NaN,Quốc Lộ 1K,
264873,NaN,NaN,1,3,0,NaN,Thống Nhất Phường 11 Gò Vấp,
264867,1,NaN,1,5,NaN,NaN,Hồng Hà,
264866,1,NaN,1,5,NaN,NaN,Hồng Hà,
264862,NaN,NaN,1,3,1,1,Phạm Văn Bạch,
264858,NaN,1,1,2,1,NaN,Trương Vĩnh Ký,
264856,NaN,NaN,NaN,0,NaN,NaN,"Riva Park, Quận 4",
264855,NaN,NaN,1,NaN,NaN,NaN,Đường Đông Hưng Thuận 6,
264854,1,NaN,1,2,NaN,NaN,Trần Văn Quang,
264853,NaN,NaN,1,2,1,NaN,Cao Thắng,
264850,1,NaN,1,5,NaN,NaN,Lê Văn Việt,
264847,NaN,1,1,NaN,NaN,NaN,NaN,
264846,1,NaN,1,5,NaN,1,Lê Quang Định,
264845,NaN,NaN,1,NaN,NaN,1,Nguyễn Văn Linh,
264840,1,NaN,1,5,1,NaN,Lê Quang Định,
264837,NaN,NaN,1,3,1,NaN,KDC 1368 Lê Văn Lương Nhà Bè,
264836,1,NaN,1,2,NaN,NaN,Chợ Gò Vấp,
264835,1,NaN,1,2,NaN,NaN,Đường Làng Tăng Phú,
264828,NaN,NaN,1,NaN,NaN,1,Đường Võ Chí Công,
264827,NaN,NaN,1,2,NaN,NaN,Đình Phong Phú,
264821,NaN,NaN,1,1,1,NaN,"Riva Park, Quận 4",
264818,NaN,NaN,1,NaN,NaN,NaN,Truong HOC An Ninh,
264816,NaN,NaN,1,5,NaN,NaN,Trần Hưng Đạo,
264814,NaN,NaN,1,2,NaN,NaN,Hoà Bình Tô Hiệu,
264813,NaN,NaN,1,4,NaN,NaN,The 9 Stellars Quận 9,
264793,NaN,NaN,1,2,NaN,NaN,Đường Số 39,
264783,NaN,NaN,1,3,1,1,Huỳnh Tấn Phát,
264781,1,NaN,1,3,NaN,1,Lạc Long Quân,
264780,1,NaN,1,3,NaN,1,Lạc Long Quân Tân Bình,
264777,NaN,1,1,NaN,NaN,NaN,Bình Thạnh,
264776,NaN,NaN,1,NaN,NaN,1,Đường Võ Chí Công,
264775,NaN,NaN,1,0,NaN,1,Đường Võ Chí Công,
264773,NaN,NaN,1,1,NaN,1,Vòng Xoay Liên Phường Phường Phú Hữu Q9,
264770,0,NaN,1,NaN,NaN,NaN,Đường Cây Keo,
264769,NaN,NaN,1,2,NaN,1,NaN,
264760,0,0,1,2,NaN,NaN,Hồ Văn Long,
264758,NaN,NaN,1,NaN,NaN,NaN,An Suong,
264756,1,NaN,1,NaN,NaN,NaN,Đường Thoại Ngọc Hầu,
264755,NaN,NaN,1,NaN,NaN,NaN,Bùi Văn Ngữ,
264753,0,NaN,1,NaN,NaN,NaN,Lạc Long Quân,
264752,NaN,NaN,1,NaN,NaN,NaN,Thới An,
264738,0,NaN,1,NaN,NaN,NaN,Lạc Long Quân,
264737,1,NaN,1,NaN,NaN,NaN,Đường số 9,
264736,NaN,NaN,NaN,NaN,NaN,NaN,Hoàng Hữu Nam,
264735,NaN,NaN,1,NaN,NaN,NaN,Phường Trường Thọ,
264730,NaN,NaN,1,1,NaN,NaN,"Hưng long, Bình chánh, Hcm",
264728,NaN,0,1,5,1,NaN,Vinhomes Grand Park,
264727,NaN,NaN,1,5,NaN,NaN,Nguyễn Đình Chiểu,
264722,NaN,NaN,1,2,NaN,NaN,đường số 11 P Linh Xuân Thủ Đức,
264721,1,NaN,1,3,1,NaN,Bành Văn Trân giáp CMT8,
264720,1,NaN,1,4,1,NaN,Bành Văn Trân,
264715,1,NaN,1,2,NaN,NaN,Lê Văn Quới,
264714,1,NaN,1,4,0,NaN,Quang Trung Phường 8 Gò Vấp,
264713,1,NaN,1,2,NaN,NaN,TT Anh Ngữ Thạch Lam,
264711,1,NaN,1,3,NaN,1,Phạm Hùng,
264710,0,0,1,3,0,0,Nguyễn Văn Công,
264708,NaN,NaN,1,2,NaN,NaN,Lê Lai,
264707,NaN,NaN,1,2,NaN,NaN,Lê Lai,
264695,NaN,NaN,1,0,NaN,NaN,Đông Tăng Long,
264694,NaN,NaN,1,3,NaN,1,Đường 23 Hiệp Bình Chánh,
264688,1,NaN,1,5,1,NaN,Hòa Bình,
264687,0,NaN,1,NaN,NaN,0,đường số 8 P Linh Xuân,
264684,NaN,NaN,1,NaN,NaN,NaN,Đường DN9,
264679,NaN,NaN,1,2,NaN,NaN,NaN,
264668,NaN,NaN,1,2,1,NaN,P Linh Xuân Thủ Đức,
264663,1,NaN,1,NaN,NaN,NaN,NaN,
264661,1,NaN,1,3,NaN,NaN,Số 3,
264659,1,0,1,1,0,0,Đặng Thúc Vịnh,
264652,1,NaN,1,2,NaN,NaN,Đường số 8,
264638,NaN,NaN,1,2,NaN,1,Đường Liên Phường P. Phước Long B TP. Thủ Đức,
264635,1,NaN,1,NaN,NaN,NaN,CMT8,
264634,NaN,NaN,1,5,NaN,NaN,Trường Chinh,
264633,NaN,NaN,1,2,NaN,NaN,Tôn Thất Thuyết,
264631,1,NaN,1,3,NaN,NaN,Nguyễn Thái Bình,
264629,1,NaN,1,2,1,NaN,Luỹ Bán Bích,
HT17-Q12,1,NaN,1,1,0,NaN,Hiệp Thành,
264625,NaN,NaN,1,NaN,NaN,NaN,Liên Phường P. Phước Long B (Q9) TP. Thủ Đức,
264624,NaN,NaN,1,NaN,NaN,NaN,Đường Liên Phường,
264616,NaN,NaN,1,NaN,NaN,1,Đường Võ Chí Công,
264613,NaN,NaN,1,NaN,NaN,NaN,Đỗ Xuân Hợp,
264612,NaN,NaN,1,38,NaN,NaN,Hoàng Hữu Nam,
264611,NaN,NaN,1,5,NaN,NaN,Nguyễn Đình Chiểu,
264609,0,NaN,1,2,NaN,NaN,Nguyễn Văn Khối,
264608,1,NaN,1,NaN,NaN,NaN,CMT8,
264607,1,0,1,3,1,1,Lê Hồng Phong,
264606,0,NaN,1,NaN,NaN,NaN,Chu Văn An,
264605,NaN,NaN,1,4,NaN,NaN,Hùng Vương,
264604,NaN,NaN,1,NaN,NaN,NaN,Linh Xuân,
264603,1,NaN,1,2,NaN,NaN,Chợ Tân Hương,
264599,1,NaN,1,2,NaN,1,Chu Văn An,
264594,1,NaN,1,NaN,NaN,NaN,Lý Thường Kiệt,
264593,NaN,NaN,1,3,NaN,NaN,Quận 8,
264581,1,NaN,1,NaN,NaN,NaN,Lý Thường Kiệt,
264580,1,NaN,1,2,NaN,NaN,Tân Thành,
264578,NaN,1,1,2,1,NaN,NaN,
264575,NaN,NaN,1,NaN,NaN,NaN,Einstein,
264574,NaN,NaN,1,NaN,NaN,NaN,Bach Hoa Xanh,
264571,1,NaN,1,0,NaN,NaN,"An Phú Đông, Quận 12",
264570,NaN,NaN,1,3,NaN,NaN,Nguyễn Trọng Tuyển,
264567,NaN,NaN,1,3,NaN,NaN,Nguyễn Trọng Tuyển,
264566,0,0,1,0,0,0,Quang Trung,
264565,NaN,NaN,1,0,NaN,NaN,Chợ Tăng Nhơn Phú A,
264559,0,NaN,1,2,NaN,NaN,"Tỉnh lộ 10, Bình Tân",
264558,NaN,NaN,1,5,NaN,NaN,Võ Văn Tần,
264553,0,0,1,1,0,NaN,Ni Sư Huỳnh Liên,
264552,1,NaN,1,3,1,1,Tân Phú,
264551,1,NaN,1,NaN,NaN,NaN,Phạm Văn Hai,
264550,1,NaN,1,NaN,NaN,NaN,Phạm Văn Hai,
264549,NaN,NaN,NaN,NaN,NaN,NaN,Đường quốc lô 22,
264547,NaN,NaN,1,NaN,NaN,1,Đường Võ Chí Công,
264546,NaN,NaN,1,3,1,1,Đường 10 KDC Khang Điền 72 Dương Đình Hội P. Phước Long B TP. Thủ Đức (Q9 cũ),
264542,1,NaN,1,2,NaN,NaN,ngã 4 Linh Xuân,
264537,1,1,1,4,1,NaN,Lạc Long Quân,
264535,1,NaN,1,3,1,1,Lãnh Binh Thăng Đường 3,
264534,1,NaN,1,4,1,NaN,Âu Cơ Đường 3 tháng 2,
264533,NaN,NaN,1,NaN,NaN,NaN,An Sương,
264532,NaN,NaN,1,NaN,NaN,NaN,Vườn Điều - Tân Quy - Quận 7,
264531,NaN,NaN,1,3,NaN,NaN,Đường 38,
264530,NaN,1,1,NaN,NaN,NaN,đường số 27,
264523,1,NaN,1,2,1,NaN,Linh Xuân Thủ Đức,
264519,1,NaN,1,2,NaN,NaN,Tây Hòa Phước Long A,
264518,0,0,1,4,0,0,Lẻ Quang định,
264516,1,NaN,1,0,NaN,NaN,Hoàng Hoa Thám,
264514,NaN,NaN,1,3,NaN,1,Đương Bá Trạc,
264510,1,NaN,1,2,NaN,1,"Khu VIP Tân Bình, phân lô đồng bộ CMT8, P. 7 Tân Bình",
264509,1,NaN,1,2,NaN,NaN,"CMT8, P. 7 Tân Bình",
264508,1,NaN,1,2,NaN,NaN,Đường Làng Tăng Phú,
264505,NaN,NaN,1,4,1,1,Phạm Văn Đồng,
264504,1,NaN,1,3,1,1,Hoàng Văn Thụ,
264503,1,NaN,1,2,NaN,NaN,Nguyễn Công Hoan,
264502,NaN,NaN,1,NaN,NaN,NaN,Hồng Bàng,
264500,0,NaN,1,2,NaN,1,Lê Văn Việt,
264499,0,0,1,2,0,NaN,"Phường 7, Bình Thạnh, TPHCM",
264498,0,0,1,2,0,0,"Đông Lân 1 Bà Điểm, Hóc Môn",
264494,1,0,1,2,NaN,1,Cầu Thị Nghè,
264486,NaN,NaN,1,3,0,NaN,NaN,
264484,NaN,NaN,1,3,1,NaN,Ba Vân,
264482,1,0,1,2,0,NaN,"Tân Quý, Tân Phú",
264481,1,0,1,2,0,NaN,"Tân Quý, Tân Phú",
264479,1,NaN,1,2,NaN,NaN,Nguyễn Ảnh Thủ,
264478,NaN,NaN,1,6,NaN,NaN,Nguyễn Kiệm,
264472,0,NaN,1,NaN,NaN,NaN,Phùng Văn Cung,
264471,0,NaN,1,4,1,NaN,Dương Bá Trạc,
264470,0,NaN,1,4,1,1,Quang Trung Phường 11 Gò Vấp,
264468,1,NaN,1,2,NaN,NaN,Tô Vĩnh Diện,
264467,1,NaN,1,2,NaN,NaN,Tô Vĩnh Diện,
264464,NaN,NaN,1,3,NaN,NaN,Hưng Phú,
6223,0,0,1,3,1,NaN,Quang Trung Phường 11 Gò Vấp,
264449,1,NaN,1,0,NaN,NaN,Nguyễn Văn Bứa,
264447,0,0,1,2,0,0,Hoàng Hữu Nam,
264445,1,NaN,1,2,1,NaN,Linh Xuân,
264444,1,NaN,1,2,NaN,NaN,Lê Văn Thọ,
264442,1,NaN,1,5,NaN,1,Nguyễn Văn Nghi,
264436,0,NaN,1,2,NaN,NaN,đường số 3 P Linh Xuân Thủ Đức,
264432,1,0,1,0,NaN,NaN,Lê Văn Việt,
264429,0,0,1,4,1,1,"Nguyễn Hoàng, Quận 2",
264424,NaN,NaN,1,3,1,NaN,Điện Biên Phủ,
264423,NaN,NaN,1,2,NaN,NaN,Trần Xuân Soạn,
264420,1,NaN,1,NaN,NaN,NaN,Đường Quang Trung,
264414,NaN,NaN,1,3,NaN,1,Hòa Hưng,
264412,NaN,NaN,1,2,NaN,NaN,Điện Biên Phủ,
264402,NaN,NaN,1,4,1,NaN,Cách Trường Chinh,
264391,1,NaN,1,3,1,1,Nguyễn Văn Khối,
264390,1,0,1,3,1,NaN,Quang Trung,
264388,NaN,NaN,1,4,NaN,NaN,Lã Xuân Oai,
264382,1,NaN,1,3,NaN,NaN,Phạm Thế Hiển,
264380,1,NaN,1,2,1,NaN,Quang Trung Phường 8 Gò Vấp,
264377,NaN,NaN,1,3,1,NaN,Lê Văn Chí,
264373,1,NaN,1,1,NaN,NaN,Quang Trung Phường 8 Gò Vấp,
264369,1,NaN,1,4,NaN,1,Lê Lợi,
264364,1,0,1,1,0,0,Trần Văn Mười,
264361,0,0,1,1,0,NaN,Ni Sư Huỳnh Liên,
264360,1,NaN,1,5,1,NaN,Nguyễn Kiệm,
264355,NaN,NaN,1,2,NaN,NaN,Độc Lập,
264354,NaN,NaN,1,3,NaN,NaN,"Đặng Văn Bi, Thủ Đức",
264353,NaN,NaN,1,3,NaN,NaN,Hàn Thuyền,
264352,NaN,NaN,1,2,NaN,NaN,Bùi Tư Toàn,
264351,1,NaN,1,4,NaN,NaN,Thống Nhất,
264350,1,NaN,1,3,NaN,NaN,Đường số 4,
264345,NaN,NaN,1,NaN,NaN,NaN,Võ Văn Kiệt,
264343,NaN,NaN,1,3,NaN,NaN,Hưng Phú,
264342,NaN,NaN,1,3,NaN,NaN,Hưng Phú,
264339,NaN,NaN,1,3,1,NaN,Tân Ký Tân Quý,
264336,NaN,NaN,1,2,NaN,NaN,Lê Văn Khương,
264328,1,NaN,1,NaN,NaN,NaN,NaN,
264327,NaN,NaN,1,2,NaN,NaN,Nguyễn Hồng Đào 2 lầu st P14 Tân Bình,
264326,NaN,NaN,1,3,1,NaN,Trịnh Đình Trọng,
264323,1,0,1,3,0,NaN,Lê Quang Định,
264317,1,NaN,1,3,1,NaN,Quốc lộ 1A Quốc lộ 1K,
264315,NaN,NaN,1,3,NaN,NaN,Đường Hoàng Hữu Nam,
264314,NaN,NaN,1,4,NaN,1,Hồ Biểu Chánh,
264313,1,0,1,4,1,1,Thống Nhất Phường 11 Gò Vấp,
264308,NaN,NaN,1,2,1,NaN,Lâm Văn Bền,
264301,NaN,1,1,3,1,1,Phạm Hữu Lầu,
264299,1,0,1,2,1,0,Trường chinh Tân Kỳ Tân Quý,
264287,NaN,NaN,1,NaN,NaN,NaN,Đặng Văn Bi,
264286,NaN,NaN,NaN,5,NaN,NaN,"Vinhomes Grand Park, Hồ Chí Minh",
264285,NaN,NaN,1,2,NaN,NaN,Linh Xuân Thủ Đức,
264278,NaN,NaN,1,2,NaN,1,Xuân Thới Thượng,
264276,NaN,NaN,1,2,NaN,NaN,đường 147 Phước Long B,
264272,1,0,1,2,0,0,"Khu Kiều Đàm, Phường Tân Hưng, Quận 7",
264271,NaN,NaN,1,5,NaN,1,Phú Mỹ Hưng,
264270,0,0,1,3,1,1,Lấm Vản Bến,
264269,1,NaN,1,4,1,NaN,Lâm Văn Bền,
264268,NaN,NaN,1,4,NaN,1,Đường Số 51,
264267,1,NaN,1,2,NaN,NaN,"Khu Kiều Đàm, Him Lam, Phường Tân Hưng, Quận 7",
264266,0,NaN,1,2,NaN,NaN,Huỳnh tấn Phát,
264265,1,NaN,1,2,NaN,NaN,Nguyễn Văn Quỳ,
264264,1,1,1,2,0,NaN,Huỳnh Tấn Phát,
264263,NaN,NaN,1,NaN,NaN,NaN,Huỳnh Tấn Phát,
264262,1,NaN,1,2,NaN,NaN,Trần Xuân Soạn,
264261,1,NaN,1,2,NaN,NaN,Trần Xuân Soạn,
264260,NaN,NaN,1,2,NaN,NaN,Bùi Văn Ba,
264259,NaN,NaN,1,3,NaN,NaN,Huỳnh Tấn Phát,
264258,NaN,NaN,1,3,NaN,NaN,Lâm Văn Bền,
264257,1,NaN,1,2,NaN,NaN,Huỳnh Tấn Phát,
264256,0,0,1,2,0,0,Huỳnh Tấn Phát,
264255,1,0,1,0,0,0,Huỳnh Tấn Phát,
264254,1,NaN,1,NaN,NaN,1,Gò Ô Môi,
264253,NaN,NaN,1,3,NaN,1,Huỳnh Tấn Phát,
264252,1,NaN,1,1,NaN,1,Huỳnh Tấn Phát,
264251,NaN,NaN,1,0,NaN,1,Trần Xuân Soạn,
264250,0,0,1,4,1,0,Huỳnh Tấn Phát,
264248,1,NaN,1,1,NaN,NaN,Lê Văn Quới,
264244,NaN,NaN,1,2,NaN,NaN,Thủ Đức,
264239,NaN,NaN,1,3,NaN,NaN,Đường Bà Hạt,
264238,NaN,NaN,1,NaN,NaN,1,Lê Văn Khương,
264236,NaN,NaN,1,4,NaN,NaN,Đường Vĩnh Viễn Quận 10,
264234,NaN,NaN,1,NaN,NaN,NaN,Tô Ký,
264233,1,NaN,1,2,1,NaN,Đương Bá Trạc,
264232,NaN,NaN,1,5,1,NaN,Nguyễn Quý Cảnh,
264229,NaN,NaN,1,NaN,NaN,1,454 Võ Chí Công Phường Phú Hữu Q9,
264225,NaN,NaN,1,0,NaN,NaN,"đường 51, phường 14, Quận Gò Vấp, TP.HCM",
264224,1,NaN,1,2,NaN,NaN,Mã Lò,
264223,1,NaN,1,3,NaN,NaN,Huỳnh Tấn Phát,
264222,NaN,NaN,1,2,NaN,NaN,Trần Xuân Soạn,
264220,1,NaN,1,NaN,NaN,NaN,Lê Văn Quới,
264219,1,NaN,1,3,1,NaN,Hương Lộ 2,
264216,NaN,NaN,1,NaN,NaN,NaN,Hoàng Hữu Nam,
264212,1,NaN,1,5,NaN,1,Huỳnh Khương An,
264211,1,NaN,1,3,1,NaN,Đồng Đen,
264209,1,0,1,2,1,NaN,"Gò Vấp, Phường 14, HXH thông",
264208,NaN,NaN,1,4,1,NaN,đường số 6 An Lạc Bình Tân,
264205,1,0,1,2,0,0,Kinh Dương Vương,
264204,0,NaN,1,1,NaN,NaN,Bùi Tư Toàn,
264203,0,NaN,1,0,NaN,NaN,Hồng Bàng,
264202,1,0,1,0,0,0,Tăng Nhơn Phú B,
264201,1,0,1,0,0,0,Tăng Nhơn Phú,
264200,1,NaN,1,3,1,NaN,Đường số 3 Phường 9 Gò Vấp,
264194,NaN,NaN,1,NaN,NaN,NaN,Tăng Nhơn Phú A,
264191,1,NaN,1,3,1,1,Bùi Đình Túy,
264190,0,NaN,1,2,NaN,NaN,Linh Xuân Thủ Đức,
264177,1,NaN,1,3,NaN,1,Phạm Văn Hai,
264179,1,NaN,1,5,NaN,NaN,Cao Thắng,
264175,NaN,NaN,1,4,NaN,NaN,Đường Hòa Hảo,
264174,NaN,NaN,1,3,NaN,NaN,Đường Hòa Hảo,
264173,1,0,1,2,1,NaN,Bùi Văn Ba,
264171,1,NaN,1,NaN,NaN,NaN,Hương Lộ 2,
264170,NaN,NaN,1,2,NaN,NaN,Đường 3/2,
264166,1,NaN,1,2,1,NaN,Cầu Xây,
264164,1,NaN,1,2,NaN,NaN,Lê Quang Định,
264159,1,1,1,2,0,NaN,Lê Trọng Tấn,
264155,NaN,NaN,1,4,NaN,NaN,Điện Biên Phủ,
264151,0,NaN,1,NaN,NaN,NaN,QL1A,
264148,1,NaN,1,2,NaN,NaN,Âu Dương Lân,
264147,1,NaN,1,3,NaN,1,Phạm Văn Hai,
264143,1,NaN,1,2,0,NaN,Hồng Lạc F10 Tân Bình,
264137,1,NaN,1,2,1,NaN,Linh Xuân Thủ Đúc,
264127,1,NaN,1,NaN,NaN,1,Phạm Văn Đồng,
264125,NaN,NaN,1,4,NaN,1,Nguyễn Văn Lượng,
264119,1,NaN,1,2,NaN,NaN,Cách Mạng Tháng 8,
264118,1,NaN,1,5,NaN,NaN,Phan Văn Trị,
264116,NaN,NaN,1,NaN,NaN,NaN,Lê Văn Thọ,
264115,NaN,NaN,1,4,1,NaN,Lý Thường Kiệt,
264114,NaN,NaN,1,NaN,NaN,NaN,Chương Dương,
264113,NaN,NaN,1,2,1,NaN,Đào Duy Anh,
264108,NaN,NaN,1,4,1,NaN,Lý Thường Kiệt,
264100,1,NaN,1,0,NaN,NaN,Tân Thới Nhất,
264095,NaN,NaN,1,3,NaN,NaN,Lạc Long Quân Tân Bình,
264094,1,NaN,1,2,NaN,NaN,Linh Xuân,
264092,1,NaN,1,2,NaN,NaN,Linh Xuân,
264084,NaN,NaN,1,2,NaN,NaN,Linh Tây Thủ Đức,
5723,1,NaN,1,2,NaN,NaN,Lê Văn Thọ,
264080,1,NaN,1,2,NaN,NaN,Âu Cơ,
264077,0,0,1,1,0,NaN,Trần Văn Giàu,
264075,NaN,NaN,1,0,NaN,NaN,Phan Văn Hớn,
264070,1,NaN,1,2,NaN,1,Nguyễn Thị Tần,
264069,0,0,1,2,0,0,Đường 12 Tân Quy,
264066,NaN,NaN,1,5,NaN,NaN,Thới An Quận 12,
264064,1,NaN,1,3,1,1,Trần Xuân Soạn,
264061,NaN,NaN,1,3,1,NaN,Tân Sơn Nhì,
264058,NaN,NaN,1,6,0,NaN,Phạm Văn Chiêu,
264057,NaN,NaN,1,3,NaN,NaN,Phan Chu Trinh & Bà Chiểu,
264056,NaN,NaN,1,3,1,NaN,45/7 Thông Tây Hội P10 Quận Gò Vấp,
264044,NaN,NaN,1,3,NaN,NaN,Nguyễn Xí,
264043,NaN,NaN,1,2,NaN,NaN,Thoại Ngọc Hầu,
264042,NaN,NaN,1,2,NaN,NaN,Thoại Ngọc Hầu,
264041,1,NaN,1,2,NaN,NaN,Phạm Văn Chiêu,
264035,NaN,NaN,1,3,1,NaN,Bờ kè Trường Sa,
264032,NaN,NaN,1,3,1,NaN,Bờ kè Trường Sa,
264030,NaN,NaN,1,NaN,NaN,NaN,Nguyễn Thị Minh Khai,
264022,NaN,NaN,1,4,NaN,NaN,"Phường 9, Quận 10",
264018,1,NaN,1,3,NaN,NaN,Đường Thống Nhất,
264012,1,0,1,2,1,1,Lê Văn Khương,
264011,1,NaN,1,4,NaN,NaN,Đ. Huỳnh Tịnh Của,
264010,NaN,NaN,1,3,NaN,NaN,Lạc Long Quân Tân Bình,
264009,NaN,NaN,1,4,NaN,NaN,Tô Hiến Thành,
264003,1,NaN,1,3,1,NaN,Âu Dương Lân,
264002,NaN,NaN,1,NaN,NaN,0,Bình Thọ Thủ Đức,
264001,NaN,NaN,1,3,1,NaN,Phạm Văn Chiêu,
264000,NaN,NaN,1,NaN,NaN,1,Đường Võ Chí Công,
263999,NaN,NaN,1,2,1,NaN,Đường Dân Trí,
263998,NaN,NaN,1,3,1,NaN,Đường Dân Trí,
263993,1,NaN,1,1,NaN,1,NaN,
263991,1,0,1,2,0,NaN,Tân Kỳ Tân Quý,
263987,1,0,1,3,1,NaN,Bạch Đằng,
263976,NaN,NaN,1,3,1,NaN,"Đường số 9, Phường Hiệp Bình Chánh, Thủ Đức",
263974,1,NaN,1,4,NaN,NaN,Trần Thị Năm,
263972,1,NaN,1,3,NaN,1,Mã Lò,
263971,NaN,NaN,1,3,NaN,NaN,Lê Văn Lương,
263969,NaN,1,1,1,0,NaN,Lê Văn Việt,
263968,NaN,NaN,1,4,1,NaN,Đường Số 59,
263961,NaN,NaN,1,3,1,1,Linh Trung Thủ Đức,
263957,NaN,NaN,1,2,NaN,NaN,Tân Quý,
263947,NaN,NaN,1,NaN,NaN,NaN,Đoàn Nguyễn Tuấn,
263945,NaN,NaN,1,0,NaN,1,Đặng Văn Bi,
263942,1,NaN,1,3,1,NaN,Phạm Văn Bạch Trường Chinh,
263940,NaN,NaN,1,3,1,NaN,Thống Nhất F16 Gò Vấp,
263939,1,NaN,1,1,NaN,NaN,Huỳnh Tấn Phát,
263938,0,0,1,0,NaN,1,Đường Số 51 Tân Quy Quận 7,
263937,1,NaN,1,2,1,NaN,Âu Cơ,
263936,NaN,1,1,2,0,1,"đường số 199/90 Bình Hưng Hòa A, Bình Tân, HCM",
263928,1,NaN,1,2,NaN,NaN,Tân Hòa Đông,
263926,1,0,1,3,0,0,"Phú Lâm A, Quận 6",
263922,1,0,1,2,0,1,Đường Khánh Hội,
263919,1,NaN,1,3,1,NaN,Nguyễn Văn Lượng,
